&#160;	&#160;	Term	Count	Trend
		burning	11	0,0,0,0.0010621349,0,0,0,0.00016969285,0.0011650486,0.0004954583
		cash	11	0,0.005817028,0,0,0,0,0,0,0,0
		changing	11	0,0,0,0,0,0.00020661157,0,0.00016969285,0,0.0014863749
		days	11	0,0,0,0,0.0013630168,0.0006198347,0,0.00016969285,0.00038834952,0.0004954583
		early	11	0.00119976,0,0,0.00026553372,0,0,0,0.00050907856,0.00077669905,0.0004954583
		fast	11	0,0,0.0010887316,0.00053106743,0,0.0006198347,0.000615574,0.00016969285,0,0.00016515277
		getting	11	0,0,0.0005443658,0.0013276687,0.00045433894,0,0.00092336105,0.00016969285,0,0
		heard	11	0,0,0.0005443658,0.0013276687,0,0.00020661157,0,0.0003393857,0.00038834952,0.00016515277
		hovered	11	0.0017996401,0.0010576415,0,0,0,0.0008264463,0,0,0.00038834952,0.00016515277
		line	11	0,0,0.0005443658,0.00053106743,0.00045433894,0,0.00092336105,0,0,0.0006606111
		mountain	11	0,0,0,0,0,0,0.000307787,0,0,0.0016515277
		number	11	0,0.00052882073,0,0,0.0018173557,0.00041322314,0,0,0.00038834952,0.0004954583
		radio	11	0.00059988,0,0.002721829,0,0,0.00041322314,0.000615574,0,0,0.00016515277
		received	11	0,0,0.0005443658,0,0,0.00020661157,0.002462296,0.00016969285,0,0
		room	11	0.00059988,0,0.0005443658,0.00053106743,0,0,0,0.00084846426,0.00038834952,0.00016515277
		round	11	0,0,0,0,0,0.00020661157,0.000307787,0.00084846426,0,0.0006606111
		says	11	0,0,0,0,0.0018173557,0,0,0.00084846426,0.00077669905,0
		standing	11	0,0,0,0.00053106743,0,0.00020661157,0.000615574,0.00084846426,0.00038834952,0
		think	11	0,0,0.0005443658,0.00053106743,0.0013630168,0.00041322314,0,0.0003393857,0.00038834952,0
		west	11	0.00059988,0,0,0,0,0.0010330578,0,0.00016969285,0,0.0006606111
		work	11	0,0,0,0.00026553372,0.00045433894,0,0,0,0.0023300971,0.0004954583
		1986	10	0,0,0.0005443658,0,0,0,0.002770083,0,0,0
		afraid	10	0,0,0,0,0.00045433894,0.00020661157,0,0.00118785,0.00038834952,0
		august	10	0,0,0,0.00026553372,0,0.0008264463,0,0.0006787714,0,0.00016515277
		available	10	0,0.003701745,0.0005443658,0,0,0,0,0.00016969285,0.00038834952,0
		base	10	0.00119976,0.00052882073,0,0.00026553372,0.00045433894,0.00020661157,0,0.00016969285,0,0.0004954583
		beyond	10	0,0.003701745,0.0005443658,0.00026553372,0,0,0,0,0.00038834952,0
		book	10	0,0,0.0005443658,0.0007966012,0.00045433894,0.00041322314,0,0.00016969285,0.00077669905,0
		contained	10	0,0.003701745,0.0005443658,0,0,0,0,0,0.00077669905,0
		contains	10	0,0.004230566,0.0005443658,0,0,0,0,0,0.00038834952,0
		couldn	10	0,0,0,0.001858736,0,0,0.000307787,0.0003393857,0,0
		december	10	0.00119976,0.0010576415,0.0005443658,0,0,0.00020661157,0,0.0006787714,0,0
		directly	10	0,0.0010576415,0,0.0007966012,0,0.00020661157,0.000615574,0,0.00077669905,0
		discovered	10	0.0017996401,0,0,0.00053106743,0.0009086779,0,0,0.00016969285,0,0.00033030554
		edge	10	0.00059988,0,0,0.00026553372,0,0,0,0.00050907856,0.00038834952,0.0006606111
		frightened	10	0.00059988,0,0,0.00026553372,0,0,0,0.0003393857,0,0.0009909166
		horizon	10	0,0,0,0,0,0.00020661157,0.001538935,0,0,0.0006606111
		hour	10	0,0,0.0005443658,0,0,0,0.000615574,0.0010181571,0.00038834952,0
		human	10	0,0,0,0,0,0,0,0,0.0038834952,0
